12588,"HSM: A New Color Space used in the Processing of Color Images","Vol. 16 No. 2 (2009)",2010-03-31,1396,2183,2183,,
12590,"An Approach Based on Maintainability Criteria for Building Aspect-Oriented Software Design Model","Vol. 16 No. 2 (2009)",2010-03-31,1197,1657,1657,,
12631,Editorial,"Vol. 16 No. 2 (2009)",2010-03-31,445,554,,554,
12643,"Avaliação do Desempenho da Utilização de Threads em user level em Linux","Vol. 18 No. 1 (2011)",2011-05-11,878,2359,,2359,
12669,"Modelo Estatístico para a Determinação do Número Ótimo de Iterações  do Filtro de Difusão Anisotrópica Aplicado à Redução de Ruído de  Imagens de Ressonância Magnética do Cérebro","Vol. 17 No. 1 (2010)",2011-03-30,646,862,,862,
12923,"Inteligência Swarm e Equilíbrio de Verhulst Aplicados à Alocação de Potência em Redes Ópticas CDMA Particionadas","Vol. 18 No. 2 (2011)",2011-08-05,625,829,,829,
12943,"Integração de evidências em redes credais e a regra de Jeffrey","Vol. 18 No. 2 (2011)",2011-08-05,1153,812,,812,
13764,"Tutorial sobre Fuzzy-c-Means e Fuzzy Learning Vector Quantization: Abordagens Híbridas para Tarefas de Agrupamento e Classificação","Vol. 19 No. 1 (2012)",2012-06-14,1941,6311,,6311,
15126,"Um Arcabouço para Desenvolvimento de Algoritmos da Análise Formal de Conceitos","Vol. 18 No. 1 (2011)",2011-05-11,861,1004,,1004,
15581,"Detecção de Inclinação em Imagens de Documentos","Vol. 17 No. 1 (2010)",2011-03-30,603,1568,,1568,
16413,"Usando CSP, RSL e o Modelo PopOrg na Especificação Formal de Organizações de SMAs","Vol. 17 No. 3 (2010)",2011-03-30,580,789,,789,
16572,"Aplicação de Agentes BDI com Percepção Fuzzy em um Modelo Presa-Predador Fuzzy","Vol. 17 No. 3 (2010)",2011-03-30,651,883,,883,
16730,"Um Sistema de Apoio à Decisão Baseado em Agentes para Tratamento de Ocorrências no Setor Elétrico","Vol. 17 No. 2 (2010)",2011-03-30,834,1043,,1043,
16996,"Identifying people who are talking about the same topic in social networks, even having a different cultural background","Vol. 17 No. 2 (2010)",2011-03-30,839,1114,,1114,
17679,"Planejamento de um Serious Games Voltado para Saúde Bucal em Bebês","Vol. 18 No. 1 (2011)",2011-05-11,1840,2509,,2509,
18244,"Comparative Analyses of Power Consumption in Arithmetic Algorithms Implementation","Vol. 18 No. 2 (2011)",2011-08-05,936,1904,,1904,
19730,"Detecção e Correção Automática de Estilos de Aprendizagem em Sistemas Adaptativos para Educação","Vol. 18 No. 2 (2011)",2011-08-05,1461,2094,,2094,
20020,"Sistema Pervasivo de Informação em Saúde Projetado para ser Programado pelo Usuário Clínico","Vol. 20 No. 1 (2013)",2013-01-17,723,1261,,1261,
20688,"Protocolo de Leilões Simultâneos com Escalonamento: Aplicação ao Problema de Planejamento de Movimentações de Derivados de Petróleo","Vol. 19 No. 1 (2012)",2012-06-14,689,859,,859,
20816,"Utilização do Caminhamento Aleatório na Identificação de Características de Documentos na Língua Portuguesa","Vol. 19 No. 1 (2012)",2012-06-14,712,998,,998,
21062,"Uma Arquitetura Aberta e Orientada a Serviços para Softwares Assistentes Pessoais","Vol. 19 No. 1 (2012)",2012-06-14,993,1221,,1221,
21506,"LTI Agent Rescue: A Partial Global Approach for Task Allocation in the RoboCup Rescue","Vol. 19 No. 1 (2012)",2012-06-14,1397,939,,939,
21979,"Estudo do Padrão Avançado de Criptografia AES – Advanced Encryption Standard","Vol. 20 No. 1 (2013)",2013-01-17,3396,13048,,13048,
23471,"Combinando Workflows e Semântica para Facilitar o Reuso de Software","Vol. 20 No. 2 (2013)",2013-05-13,718,1293,,877,416
25070,"Common Dissimilarity Measures are Inappropriate for Time Series Clustering","Vol. 20 No. 1 (2013)",2013-01-17,1149,5103,,5103
25202,"From UML to SIMULINK CAAM: Formal Specification and Transformation Analysis","Vol. 20 No. 1 (2013)",2013-01-17,979,1198,,1198
25210,"A Graph Grammar to Transform a Dataflow Graph into a Multithread Graph and its Application in Task Scheduling","Vol. 20 No. 1 (2013)",2013-01-17,824,1414,,1414
25515,"Métodos Computacionais e Estatísticos no Estudo das Ondas de Frequência dos Sinais Eletroencefalográficos e o Envelhecimento: uma Abordagem Através da Análise Linear do Discriminante","Vol. 20 No. 2 (2013)",2013-05-13,776,1764,,1764
25646,"Seleção Automática de Casos de Teste de Regressão Baseada em Similaridade e Valores","Vol. 20 No. 2 (2013)",2013-05-13,894,1388,,1388
25720,"Generating Integration Test Orders for Aspect Oriented Software with Multi-objective Algorithms","Vol. 20 No. 2 (2013)",2013-05-13,896,904,,904
25803,"Compilação Just-In-Time: Histórico, Arquitetura, Princípios e Sistemas","Vol. 20 No. 2 (2013)",2013-05-13,1297,1765,,1765
25876,"Aplicação de Modelos Intencionais e Sistemas Multiagentes para Estabelecer Políticas de Monitoração de Transparência de Software","Vol. 20 No. 2 (2013)",2013-05-13,876,921,,921
25948,"Um Sistema para Inspeções de Garantia da Qualidade Baseado em Ontologias e Agentes","Edição Suplementar - v. 20, n. 3 (2013)",2013-11-06,877,1100,,1100
25965,"Avaliação de Desempenho da Política EBS para Escalonamento em Aplicações com Restrições de Máximo Tempo Médio de Resposta","Vol. 21 No. 1 (2014)",2014-05-12,631,727,,727
26055,"Uma introdução ao tema Recuperação de Informações Textuais","Vol. 20 No. 2 (2013)",2013-05-13,1661,2554,,2554
26211,"Intrusion Detection in Unstructured Contexts Using On-line Clustering and Novelty Detection","Vol. 20 No. 2 (2013)",2013-05-13,758,738,,738
26274,"PColorAnt3-RT: Um Algoritmo ACO Paralelo para Coloração de Grafos","Vol. 20 No. 1 (2013)",2013-01-17,730,935,,935
26296,"Decision making for a delivery robot through a fuzzy system","Vol. 20 No. 2 (2013)",2013-05-13,782,1071,,1071
26421,"Serviços em Redes Futuras: Objetivos, Tecnologias e Comparação de Iniciativas","Vol. 20 No. 2 (2013)",2013-05-13,1005,722,,722
26629,"Um Sistema de Realização Superficial para Geração de Textos em Português","Edição Suplementar - v. 20, n. 3 (2013)",2013-11-06,775,950,,950
26905,"Deterministic and efficient minimal perfect hashing schemes","Vol. 20 No. 2 (2013)",2013-05-13,780,1632,975,657
27556,"Uma Abordagem para Jogos Bayesianos Fuzzy com base na  Probabilidade Fuzzy de Buckley","Vol. 20 No. 1 (2013)",2013-01-17,683,741,,741
28371,"Uma Avaliação do Esquema de Gerenciamento de Chave Baseado em Identidade Identity Key Management","Vol. 20 No. 1 (2013)",2013-01-17,776,1073,,1073
29997,"Simulação do Espalhamento da Influenza na Cidade de Cascavel-PR Utilizando Agentes Computacionais","Vol. 19 No. 2 (2012)",2013-01-07,721,814,,814
30242,"Independent learners in abstract traffic scenarios","Vol. 19 No. 2 (2012)",2013-01-07,767,1091,,1091
30317,"Aplicando Conceitos de Sistemas Multiagentes na Elaboração de um Jogo de Estratégia Simulado","Vol. 19 No. 2 (2012)",2013-01-07,737,1990,,1990
30492,"Extending the RoboCup Rescue to Support Stigmergy: Experiments and Results","Vol. 19 No. 2 (2012)",2013-01-07,703,736,,736
31690,"On the Influence of  Latent Semantic Analysis Parameterization for  Bug Localization","Edição Suplementar - v. 20, n. 3 (2013)",2013-11-06,900,880,,880
33065,"Modelagem de Tráfego VoIP Utilizando Misturas Gaussianas Ajustadas por Algoritmo de Maximização de Esperança e Comprimento de Descrição Mínimo","Edição Suplementar - v. 20, n. 3 (2013)",2013-11-06,762,771,,771
36371,"Aplicação de Modelos de Aprendizado Semissupervisionado na Classificação de Imagens de Sensoriamento Remoto","Vol. 20 No. 2 (2013)",2013-05-13,960,2004,,2004
36756,"Prolog: A Linguagem, A Máquina Abstrata de Warren e Implementações","Vol. 20 No. 2 (2013)",2013-05-13,1548,3724,,3724
36801,"Seleção de Transformações Baseada em Estatística","Edição Suplementar - v. 20, n. 3 (2013)",2013-11-06,782,661,,661
36851,"Teste de Linha de Produto de Software Baseado em Mutação de Variabilidades","Vol. 21 No. 1 (2014)",2014-05-12,725,924,,924
37349,"Analysis of Using Metric Access Methods for Visual Search of Objects in Video Databases","Vol. 21 No. 1 (2014)",2014-05-12,902,848,848,
37768,"Filtragem Wavelet de Sinais Cardíacos através de Algoritmos Adaptativos","Edição Suplementar - v. 20, n. 3 (2013)",2013-11-06,699,869,,869
37870,"Uma Estratégia Baseada em Difusão de Informação para Determinação de Conteúdos Relevantes e Usuários Influentes em Redes Sociais","Edição Suplementar - v. 20, n. 3 (2013)",2013-11-06,690,1085,,1085
39702,"Support Vector Machines and Kernel Functions for Text Processing","Edição Suplementar - v. 20, n. 3 (2013)",2013-11-06,1063,4079,4079,
40202,"Assessing the Semiotic Inspection Method – The Evaluators’ Perspective","Edição Suplementar - v. 20, n. 3 (2013)",2013-11-06,1773,1188,,1188
40994,"Expressiveness of Automatic Semantic Web Service Composition Approaches: A Survey based on Workﬂow Patterns","Vol. 21 No. 1 (2014)",2014-05-12,696,1181,1181,
41936,"Introdução aos Sistemas de Recomendação para Grupos","Vol. 21 No. 1 (2014)",2014-05-12,1218,1779,1779,
43300,"Seleção de Casos de Teste para Agentes Racionais","Vol. 21 No. 1 (2014)",2014-05-12,714,921,,921
43468,"XIRU: Interface de Rede Extensível para Integração de Núcleos a uma Rede-em-Chip","Vol. 21 No. 2 (2014)",2014-11-06,823,872,,872
43510,"Segurança em Redes-em-Chip:  Conceitos e Revisão do Estado da Arte","Vol. 21 No. 1 (2014)",2014-05-12,837,1268,,1268
44199,"O Teste de Mutação apoiado pelo Algoritmo Genético Coevolucionário com Classificação Genética Controlada","Vol. 21 No. 2 (2014)",2014-11-06,977,1752,,1752
46848,"Local Binary Patterns Applied to Breast Cancer Classification in Mammographies","Vol. 21 No. 2 (2014)",2014-11-06,1945,1438,1438,
47524,"Comparativo entre o algoritmo de Luhn e o algoritmo GistSumm para sumarização de documentos","Vol. 22 No. 1 (2015)",2015-05-19,2037,2086,,2086
47589,"Do multiple sclerosis lesions affect the outcome of magnetic resonance image registration?","Vol. 21 No. 2 (2014)",2014-11-06,1052,959,959,
48184,"Tutorial Sobre o Uso de Técnicas para Controle de Parâmetros em Algoritmos de Inteligência de Enxame e Computação Evolutiva","Vol. 21 No. 2 (2014)",2014-11-06,1285,1701,,1701
48395,"Reconhecimento de Padrões em Tecnologia Portável – Um Estudo de Caso","Vol. 22 No. 1 (2015)",2015-05-19,957,1274,,1274
49045,"Predição do tráfego de rede de computadores usando redes neurais tradicionais e de aprendizagem profunda","Vol. 22 No. 1 (2015)",2015-05-19,2294,2657,,2657
49242,"Predição de função de proteínas através da extração de características físico-químicas","Vol. 22 No. 1 (2015)",2015-05-19,1170,1488,,1488
49491,"SciPy and OpenCV as an interactive computing environment for computer vision","Vol. 22 No. 1 (2015)",2015-05-19,972,1911,1911,
49492,"Visual Computing and Machine Learning Techniques for Digital Forensics","Vol. 22 No. 1 (2015)",2015-05-19,1470,1185,1185,
49694,"Programação matemática e imersões métricas para aproximações em problemas de corte","Vol. 22 No. 1 (2015)",2015-05-19,1618,1067,,1067
50383,"Proof Tactics for Theorem Proving  Graph  Grammars through Rodin","Vol. 22 No. 1 (2015)",2015-05-19,815,943,943,
51121,"QJava: A Monadic Java Library for Quantum Programming","Vol. 22 No. 1 (2015)",2015-05-19,1416,1496,1496,
51452,"Deconvolução Cega Aplicada à Correção de Artefatos de Movimento em Imagens de Vídeo de Microscopia Intravital para Detecção Automática de Leucócitos","Vol. 22 No. 1 (2015)",2015-05-19,1127,1049,,1049
51756,"Software para Auxílio no Processo de Elaboração do Cariótipo","Vol. 22 No. 2 (2015)",2015-11-26,1453,4352,,4352
52511,"Coverage Criteria for Set-Based Specifications","Vol. 22 No. 2 (2015)",2015-11-26,787,1006,1006,
52609,"Identificação de Viabilidade de Leveduras Com Corante Vital Utilizando Histogramas de Palavras Visuais em Imagens Coloridas","Vol. 22 No. 2 (2015)",2015-11-26,4129,2028,,2028
52963,"Huginn for Jason: Uma arquitetura para agentes normativos","Vol. 22 No. 2 (2015)",2015-11-26,1102,1086,,1086
53120,"Abordagem Proativa para a Gestão Integrada dos Trabalhos de Projeto","Vol. 22 No. 2 (2015)",2015-11-26,2406,1933,,1933
53236,"Estudo Comparativo entre as Redes Neurais Artificiais MLP e RBF para Previsão de Cheias em Curto Prazo","Vol. 22 No. 2 (2015)",2015-11-26,1598,1354,,1354
53751,"Recuperação de modelos médicos por conteúdo usando Extrator Local de Área e Distância","Vol. 22 No. 2 (2015)",2015-11-26,948,1259,,1259
54043,"Linguagens de consulta para bases de dados em grafos: um mapeamento sistemático","Vol. 23 No. 1 (2016)",2016-05-29,1338,1779,,1779
54370,"Classificador de imagens de pulmão utilizando wavelets de Haar e distância de Mahalanobis","Vol. 22 No. 2 (2015)",2015-11-26,1077,1323,,1323
54772,"Evolução Diferencial com ensemble de Operadores de Mutação em GPGPUs para o Despacho Econômico de Energia Elétrica","Vol. 23 No. 2 (2016)",2016-12-03,1234,1449,,1449
55723,"O Potencial do Uso de Estimativas de Desempenho na Exploração de Conjuntos de Otimizações","Vol. 22 No. 2 (2015)",2015-11-26,716,779,,779
56162,"Detecção de Tubos em Imagens Radiográficas Digitais","Vol. 23 No. 1 (2016)",2016-05-29,2039,2975,,2975
56177,"Automating mobile application development: UML-based code generation for Android and Windows Phone","Vol. 22 No. 2 (2015)",2015-11-26,1626,4309,4309,
56368,"Método Sistêmico com Suporte em GORE para Análise de Conformidade de Requisitos não Funcionais Implementados em Software","Vol. 23 No. 1 (2016)",2016-05-29,1103,1276,,1276
56371,"Desenvolvimento de Aplicações Gráficas Interativas com a Unreal Engine 4","Vol. 22 No. 2 (2015)",2015-11-26,2257,4783,,4783
56374,"Uma Revisão Sobre as Publicações de Sistemas de Detecção de Intrusão","Vol. 23 No. 2 (2016)",2016-12-03,1539,1310,,1310
56384,"Programming in CUDA for Kepler and Maxwell Architecture","Vol. 22 No. 2 (2015)",2015-11-26,2155,3048,3048,
56437,"Hyperspectral Modeling of Material Appearance: General Framework, Challenges and Prospects","Vol. 22 No. 2 (2015)",2015-11-26,760,936,936,
56498,"Análise Visual utilizando Projeções Multidimensionais","Vol. 22 No. 2 (2015)",2015-11-26,1172,1241,,1241
